pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
AtlanticForest	Inambari	chr_Z	39700001	40200000	-0.012882748319641067	2
AtlanticForest	Inambari	chr_Z	41700001	42200000	1.0	1
AtlanticForest	Inambari	chr_Z	42700001	43200000	-0.02593010146561351	1
AtlanticForest	Inambari	chr_Z	43200001	43700000	0.10291377166433725	2
AtlanticForest	Inambari	chr_Z	45200001	45700000	0.016513761467889194	1
AtlanticForest	Inambari	chr_Z	46700001	47200000	0.16123695738454058	5
AtlanticForest	Inambari	chr_Z	47200001	47700000	0.05962586013275883	3
AtlanticForest	Inambari	chr_Z	47700001	48200000	-0.015424267315884798	1
AtlanticForest	Inambari	chr_Z	48200001	48700000	0.3692016601562499	2
AtlanticForest	Inambari	chr_Z	48700001	49200000	0.29295820724625826	1
AtlanticForest	Inambari	chr_Z	50200001	50700000	0.1257241271332394	3
AtlanticForest	Inambari	chr_Z	50700001	51200000	0.5976166832174776	2
AtlanticForest	Inambari	chr_Z	51700001	52200000	0.17146026715246623	3
AtlanticForest	Inambari	chr_Z	52200001	52700000	0.38925179337153853	4
AtlanticForest	Inambari	chr_Z	52700001	53200000	-0.05824904385175577	2
AtlanticForest	Inambari	chr_Z	53200001	53700000	0.19508697174366033	4
AtlanticForest	Inambari	chr_Z	54700001	55200000	0.2091240470755691	2
AtlanticForest	Inambari	chr_Z	55700001	56200000	0.06513093392532708	8
AtlanticForest	Inambari	chr_Z	56200001	56700000	0.09758364286851332	2
AtlanticForest	Inambari	chr_Z	56700001	57200000	0.20394901274681318	2
AtlanticForest	Inambari	chr_Z	57200001	57700000	-0.039045867636566194	2
AtlanticForest	Inambari	chr_Z	57700001	58200000	0.08951548465773237	2
AtlanticForest	Inambari	chr_Z	58700001	59200000	0.2444958231190701	2
AtlanticForest	Inambari	chr_Z	59200001	59700000	-0.07242569893400794	1
AtlanticForest	Inambari	chr_Z	59700001	60200000	0.10648801128349783	3
AtlanticForest	Inambari	chr_Z	60200001	60700000	0.1018894678572143	9
AtlanticForest	Inambari	chr_Z	60700001	61200000	0.10265761823320498	5
AtlanticForest	Inambari	chr_Z	61200001	61700000	0.18592465773448175	4
AtlanticForest	Inambari	chr_Z	61700001	62200000	0.03523714501253217	1
AtlanticForest	Inambari	chr_Z	62200001	62700000	0.017705671478007213	2
AtlanticForest	Inambari	chr_Z	62700001	63200000	0.09107423123873742	5
AtlanticForest	Inambari	chr_Z	63200001	63700000	0.0671535616048559	1
AtlanticForest	Inambari	chr_Z	63700001	64200000	-0.007679175048768906	3
AtlanticForest	Inambari	chr_Z	64200001	64700000	0.18024928092042156	2
AtlanticForest	Inambari	chr_Z	65700001	66200000	0.12860712699105892	2
AtlanticForest	Inambari	chr_Z	66200001	66700000	-0.029411764705881763	1
AtlanticForest	Inambari	chr_Z	66700001	67200000	NA	1
AtlanticForest	Inambari	chr_Z	67200001	67700000	NA	1
AtlanticForest	Rondonia	chr_Z	700001	1200000	-0.024423817561097946	4
AtlanticForest	Rondonia	chr_Z	1200001	1700000	0.03016003242922278	8
AtlanticForest	Rondonia	chr_Z	2200001	2700000	0.1526741346005643	3
AtlanticForest	Rondonia	chr_Z	2700001	3200000	0.034627492130115435	1
AtlanticForest	Rondonia	chr_Z	4700001	5200000	0.19517532155627879	1
AtlanticForest	Rondonia	chr_Z	5200001	5700000	0.085030835357877	1
AtlanticForest	Rondonia	chr_Z	5700001	6200000	0.030134028947829	3
AtlanticForest	Rondonia	chr_Z	6200001	6700000	0.07699033647941807	7
AtlanticForest	Rondonia	chr_Z	6700001	7200000	0.07763235380484355	4
AtlanticForest	Rondonia	chr_Z	7200001	7700000	0.06369493820364228	4
AtlanticForest	Rondonia	chr_Z	7700001	8200000	0.18736610337988815	5
AtlanticForest	Rondonia	chr_Z	8200001	8700000	NA	2
AtlanticForest	Rondonia	chr_Z	8700001	9200000	NA	1
AtlanticForest	Rondonia	chr_Z	9200001	9700000	0.03814949010834696	4
AtlanticForest	Rondonia	chr_Z	9700001	10200000	0.10969025114925064	2
AtlanticForest	Rondonia	chr_Z	10200001	10700000	-0.00805186656906755	2
AtlanticForest	Rondonia	chr_Z	10700001	11200000	0.19535347856226962	4
AtlanticForest	Rondonia	chr_Z	12200001	12700000	0.07604598619269483	2
AtlanticForest	Rondonia	chr_Z	12700001	13200000	0.2000000000000001	1
AtlanticForest	Rondonia	chr_Z	13200001	13700000	0.11457162440027402	1
AtlanticForest	Rondonia	chr_Z	13700001	14200000	0.1251260410489155	2
AtlanticForest	Rondonia	chr_Z	16200001	16700000	0.33870503808216307	2
AtlanticForest	Rondonia	chr_Z	16700001	17200000	-0.06197103319144988	3
AtlanticForest	Rondonia	chr_Z	17200001	17700000	-0.009297177642500985	1
AtlanticForest	Rondonia	chr_Z	17700001	18200000	0.05640070770196613	2
AtlanticForest	Rondonia	chr_Z	19700001	20200000	0.18312380152909402	2
AtlanticForest	Rondonia	chr_Z	20200001	20700000	0.2515831894070235	2
AtlanticForest	Rondonia	chr_Z	20700001	21200000	0.2798808903690153	3
AtlanticForest	Rondonia	chr_Z	21700001	22200000	0.3032870632178717	1
AtlanticForest	Rondonia	chr_Z	22700001	23200000	0.13441306488041235	2
AtlanticForest	Rondonia	chr_Z	23200001	23700000	-0.041666666666666546	1
AtlanticForest	Rondonia	chr_Z	25200001	25700000	-0.004577157802962617	1
AtlanticForest	Rondonia	chr_Z	25700001	26200000	0.13956670818149663	2
AtlanticForest	Rondonia	chr_Z	26200001	26700000	0.15095900771691367	4
AtlanticForest	Rondonia	chr_Z	26700001	27200000	0.14027541500824112	2
AtlanticForest	Rondonia	chr_Z	27200001	27700000	0.34353050811382935	1
AtlanticForest	Rondonia	chr_Z	27700001	28200000	0.04380207707680309	1
AtlanticForest	Rondonia	chr_Z	29200001	29700000	NA	1
AtlanticForest	Rondonia	chr_Z	32200001	32700000	0.26540362984836907	1
AtlanticForest	Rondonia	chr_Z	32700001	33200000	-0.0675381263616557	1
AtlanticForest	Rondonia	chr_Z	34200001	34700000	0.41347356396545437	1
AtlanticForest	Rondonia	chr_Z	36200001	36700000	NA	1
AtlanticForest	Rondonia	chr_Z	37200001	37700000	0.17963378831785576	4
AtlanticForest	Rondonia	chr_Z	37700001	38200000	0.002447837743326056	2
AtlanticForest	Rondonia	chr_Z	39200001	39700000	0.07760345372222739	1
AtlanticForest	Rondonia	chr_Z	39700001	40200000	0.07376819336391222	2
AtlanticForest	Rondonia	chr_Z	41700001	42200000	1.0	1
AtlanticForest	Rondonia	chr_Z	42700001	43200000	NA	1
AtlanticForest	Rondonia	chr_Z	43200001	43700000	0.15170475688545298	2
AtlanticForest	Rondonia	chr_Z	45200001	45700000	NA	1
AtlanticForest	Rondonia	chr_Z	46700001	47200000	0.18974254623918252	5
AtlanticForest	Rondonia	chr_Z	47200001	47700000	0.1986285854216025	3
AtlanticForest	Rondonia	chr_Z	47700001	48200000	0.07613885577676639	1
AtlanticForest	Rondonia	chr_Z	48200001	48700000	0.2644561037606727	2
AtlanticForest	Rondonia	chr_Z	48700001	49200000	0.24074074074074073	1
AtlanticForest	Rondonia	chr_Z	50200001	50700000	-0.015302066772654567	3
AtlanticForest	Rondonia	chr_Z	50700001	51200000	0.6011641419212984	2
AtlanticForest	Rondonia	chr_Z	51700001	52200000	0.16259237122467438	3
AtlanticForest	Rondonia	chr_Z	52200001	52700000	0.30029879817972394	4
AtlanticForest	Rondonia	chr_Z	52700001	53200000	-0.036753647661011406	2
AtlanticForest	Rondonia	chr_Z	53200001	53700000	0.22786164376903667	4
AtlanticForest	Rondonia	chr_Z	54700001	55200000	0.11891878023626612	2
AtlanticForest	Rondonia	chr_Z	55700001	56200000	0.08370623306314297	8
AtlanticForest	Rondonia	chr_Z	56200001	56700000	0.08497622518631553	2
AtlanticForest	Rondonia	chr_Z	56700001	57200000	0.059360405586174704	2
AtlanticForest	Rondonia	chr_Z	57200001	57700000	0.015069923517129491	2
AtlanticForest	Rondonia	chr_Z	57700001	58200000	0.006589717119649534	2
AtlanticForest	Rondonia	chr_Z	58700001	59200000	0.18506493506493502	2
AtlanticForest	Rondonia	chr_Z	59200001	59700000	-0.068033889264049	1
AtlanticForest	Rondonia	chr_Z	59700001	60200000	-0.0016536407399834218	3
AtlanticForest	Rondonia	chr_Z	60200001	60700000	0.08961975829384279	9
AtlanticForest	Rondonia	chr_Z	60700001	61200000	0.10779109953148731	5
AtlanticForest	Rondonia	chr_Z	61200001	61700000	0.0525039462545794	4
AtlanticForest	Rondonia	chr_Z	61700001	62200000	0.1955307262569832	1
AtlanticForest	Rondonia	chr_Z	62200001	62700000	-0.036402762092582745	2
AtlanticForest	Rondonia	chr_Z	62700001	63200000	0.07383682840485155	5
AtlanticForest	Rondonia	chr_Z	63200001	63700000	0.0061909416748123615	1
AtlanticForest	Rondonia	chr_Z	63700001	64200000	0.031418197381629064	3
AtlanticForest	Rondonia	chr_Z	64200001	64700000	0.07174131373429957	2
AtlanticForest	Rondonia	chr_Z	65700001	66200000	0.16513395037868708	2
AtlanticForest	Rondonia	chr_Z	66200001	66700000	NA	1
AtlanticForest	Rondonia	chr_Z	66700001	67200000	NA	1
AtlanticForest	Rondonia	chr_Z	67200001	67700000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	700001	1200000	-0.0348677320432446	4
AtlanticForest	RondoniaHeadwaters	chr_Z	1200001	1700000	0.4803571204204458	8
AtlanticForest	RondoniaHeadwaters	chr_Z	2200001	2700000	0.35375577003776754	3
AtlanticForest	RondoniaHeadwaters	chr_Z	2700001	3200000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	4700001	5200000	-0.118279569892473	1
AtlanticForest	RondoniaHeadwaters	chr_Z	5200001	5700000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	5700001	6200000	0.13627681783858217	3
AtlanticForest	RondoniaHeadwaters	chr_Z	6200001	6700000	-0.10720316872039062	7
AtlanticForest	RondoniaHeadwaters	chr_Z	6700001	7200000	NA	4
AtlanticForest	RondoniaHeadwaters	chr_Z	7200001	7700000	-0.0246925922223332	4
AtlanticForest	RondoniaHeadwaters	chr_Z	7700001	8200000	0.08929161425103266	5
AtlanticForest	RondoniaHeadwaters	chr_Z	8200001	8700000	NA	2
AtlanticForest	RondoniaHeadwaters	chr_Z	8700001	9200000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	9200001	9700000	0.10685712887021778	4
AtlanticForest	RondoniaHeadwaters	chr_Z	9700001	10200000	0.11165107891680398	2
AtlanticForest	RondoniaHeadwaters	chr_Z	10200001	10700000	NA	2
AtlanticForest	RondoniaHeadwaters	chr_Z	10700001	11200000	-0.10553849792250257	4
AtlanticForest	RondoniaHeadwaters	chr_Z	12200001	12700000	0.7113549618320612	2
AtlanticForest	RondoniaHeadwaters	chr_Z	12700001	13200000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	13200001	13700000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	13700001	14200000	-0.14537444933920565	2
AtlanticForest	RondoniaHeadwaters	chr_Z	16200001	16700000	0.20624780828618589	2
AtlanticForest	RondoniaHeadwaters	chr_Z	16700001	17200000	-0.12383313885647598	3
AtlanticForest	RondoniaHeadwaters	chr_Z	17200001	17700000	-0.08639333183149317	1
AtlanticForest	RondoniaHeadwaters	chr_Z	17700001	18200000	0.7752808988764045	2
AtlanticForest	RondoniaHeadwaters	chr_Z	19700001	20200000	-0.09498918529199686	2
AtlanticForest	RondoniaHeadwaters	chr_Z	20200001	20700000	0.11458333333333338	2
AtlanticForest	RondoniaHeadwaters	chr_Z	20700001	21200000	0.25805959464375827	3
AtlanticForest	RondoniaHeadwaters	chr_Z	21700001	22200000	0.17821732092270332	1
AtlanticForest	RondoniaHeadwaters	chr_Z	22700001	23200000	0.2085294400153682	2
AtlanticForest	RondoniaHeadwaters	chr_Z	23200001	23700000	0.058587881822733875	1
AtlanticForest	RondoniaHeadwaters	chr_Z	25200001	25700000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	25700001	26200000	0.2311291328758577	2
AtlanticForest	RondoniaHeadwaters	chr_Z	26200001	26700000	0.20552771725397262	4
AtlanticForest	RondoniaHeadwaters	chr_Z	26700001	27200000	-0.1055276381909548	2
AtlanticForest	RondoniaHeadwaters	chr_Z	27200001	27700000	0.17821732092270332	1
AtlanticForest	RondoniaHeadwaters	chr_Z	27700001	28200000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	29200001	29700000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	32200001	32700000	0.12735849056603774	1
AtlanticForest	RondoniaHeadwaters	chr_Z	32700001	33200000	0.15601023017902793	1
AtlanticForest	RondoniaHeadwaters	chr_Z	34200001	34700000	0.6874999999999999	1
AtlanticForest	RondoniaHeadwaters	chr_Z	36200001	36700000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	37200001	37700000	0.8089103596349974	4
AtlanticForest	RondoniaHeadwaters	chr_Z	37700001	38200000	-0.14537444933920565	2
AtlanticForest	RondoniaHeadwaters	chr_Z	39200001	39700000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	39700001	40200000	0.6874999999999999	2
AtlanticForest	RondoniaHeadwaters	chr_Z	41700001	42200000	1.0	1
AtlanticForest	RondoniaHeadwaters	chr_Z	42700001	43200000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	43200001	43700000	NA	2
AtlanticForest	RondoniaHeadwaters	chr_Z	45200001	45700000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	46700001	47200000	0.027720530905016662	5
AtlanticForest	RondoniaHeadwaters	chr_Z	47200001	47700000	-0.13430088696150733	3
AtlanticForest	RondoniaHeadwaters	chr_Z	47700001	48200000	-0.14537444933920565	1
AtlanticForest	RondoniaHeadwaters	chr_Z	48200001	48700000	0.41176470588235303	2
AtlanticForest	RondoniaHeadwaters	chr_Z	48700001	49200000	-0.015100671140939347	1
AtlanticForest	RondoniaHeadwaters	chr_Z	50200001	50700000	0.660377358490566	3
AtlanticForest	RondoniaHeadwaters	chr_Z	50700001	51200000	0.45478036175710596	2
AtlanticForest	RondoniaHeadwaters	chr_Z	51700001	52200000	0.017356670854200396	3
AtlanticForest	RondoniaHeadwaters	chr_Z	52200001	52700000	0.20428740121718586	4
AtlanticForest	RondoniaHeadwaters	chr_Z	52700001	53200000	0.7553868756121449	2
AtlanticForest	RondoniaHeadwaters	chr_Z	53200001	53700000	0.18459076575516534	4
AtlanticForest	RondoniaHeadwaters	chr_Z	54700001	55200000	-0.10836677022997289	2
AtlanticForest	RondoniaHeadwaters	chr_Z	55700001	56200000	0.08703871356270867	8
AtlanticForest	RondoniaHeadwaters	chr_Z	56200001	56700000	-0.1055276381909548	2
AtlanticForest	RondoniaHeadwaters	chr_Z	56700001	57200000	-0.118279569892473	2
AtlanticForest	RondoniaHeadwaters	chr_Z	57200001	57700000	-0.19951793005066643	2
AtlanticForest	RondoniaHeadwaters	chr_Z	57700001	58200000	0.4910287512309945	2
AtlanticForest	RondoniaHeadwaters	chr_Z	58700001	59200000	0.7305096262740657	2
AtlanticForest	RondoniaHeadwaters	chr_Z	59200001	59700000	-0.08639333183149317	1
AtlanticForest	RondoniaHeadwaters	chr_Z	59700001	60200000	-0.30094919039642626	3
AtlanticForest	RondoniaHeadwaters	chr_Z	60200001	60700000	0.05757485877610451	9
AtlanticForest	RondoniaHeadwaters	chr_Z	60700001	61200000	-0.09902014421944326	5
AtlanticForest	RondoniaHeadwaters	chr_Z	61200001	61700000	-0.040723981900452004	4
AtlanticForest	RondoniaHeadwaters	chr_Z	61700001	62200000	0.008316008316008202	1
AtlanticForest	RondoniaHeadwaters	chr_Z	62200001	62700000	0.13676058391795326	2
AtlanticForest	RondoniaHeadwaters	chr_Z	62700001	63200000	-0.09710140313736099	5
AtlanticForest	RondoniaHeadwaters	chr_Z	63200001	63700000	1.0	1
AtlanticForest	RondoniaHeadwaters	chr_Z	63700001	64200000	0.4349540078843626	3
AtlanticForest	RondoniaHeadwaters	chr_Z	64200001	64700000	-0.02558139534883704	2
AtlanticForest	RondoniaHeadwaters	chr_Z	65700001	66200000	0.42674103622086845	2
AtlanticForest	RondoniaHeadwaters	chr_Z	66200001	66700000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	66700001	67200000	NA	1
AtlanticForest	RondoniaHeadwaters	chr_Z	67200001	67700000	NA	1
AtlanticForest	Tapajos	chr_Z	700001	1200000	0.07709168830950858	4
AtlanticForest	Tapajos	chr_Z	1200001	1700000	0.06658870310087946	8
AtlanticForest	Tapajos	chr_Z	2200001	2700000	0.037037037037037035	3
AtlanticForest	Tapajos	chr_Z	2700001	3200000	NA	1
AtlanticForest	Tapajos	chr_Z	4700001	5200000	0.19517532155627879	1
AtlanticForest	Tapajos	chr_Z	5200001	5700000	NA	1
AtlanticForest	Tapajos	chr_Z	5700001	6200000	-0.038337433602678654	3
AtlanticForest	Tapajos	chr_Z	6200001	6700000	0.0974766446326036	7
AtlanticForest	Tapajos	chr_Z	6700001	7200000	0.08416114403672711	4
AtlanticForest	Tapajos	chr_Z	7200001	7700000	0.030539560162547774	4
AtlanticForest	Tapajos	chr_Z	7700001	8200000	0.03852524897387424	5
AtlanticForest	Tapajos	chr_Z	8200001	8700000	0.17777777777777767	2
AtlanticForest	Tapajos	chr_Z	8700001	9200000	NA	1
AtlanticForest	Tapajos	chr_Z	9200001	9700000	0.021679142581006478	4
AtlanticForest	Tapajos	chr_Z	9700001	10200000	0.21922276638469151	2
AtlanticForest	Tapajos	chr_Z	10200001	10700000	-0.01616628175519594	2
AtlanticForest	Tapajos	chr_Z	10700001	11200000	0.07068344163831178	4
AtlanticForest	Tapajos	chr_Z	12200001	12700000	-0.08333333333333325	2
AtlanticForest	Tapajos	chr_Z	12700001	13200000	-0.008051866569067558	1
AtlanticForest	Tapajos	chr_Z	13200001	13700000	0.14751547334364865	1
AtlanticForest	Tapajos	chr_Z	13700001	14200000	0.2510145160265097	2
AtlanticForest	Tapajos	chr_Z	16200001	16700000	0.2641451695063446	2
AtlanticForest	Tapajos	chr_Z	16700001	17200000	-0.08445830943991356	3
AtlanticForest	Tapajos	chr_Z	17200001	17700000	-0.0744140341473762	1
AtlanticForest	Tapajos	chr_Z	17700001	18200000	-0.01616628175519594	2
AtlanticForest	Tapajos	chr_Z	19700001	20200000	0.18602875419943668	2
AtlanticForest	Tapajos	chr_Z	20200001	20700000	0.12119929995961308	2
AtlanticForest	Tapajos	chr_Z	20700001	21200000	0.2803710923380052	3
AtlanticForest	Tapajos	chr_Z	21700001	22200000	0.1287893194326366	1
AtlanticForest	Tapajos	chr_Z	22700001	23200000	0.009884218814207134	2
AtlanticForest	Tapajos	chr_Z	23200001	23700000	-0.0012038209589916422	1
AtlanticForest	Tapajos	chr_Z	25200001	25700000	NA	1
AtlanticForest	Tapajos	chr_Z	25700001	26200000	0.3951915349584784	2
AtlanticForest	Tapajos	chr_Z	26200001	26700000	0.385525881635407	4
AtlanticForest	Tapajos	chr_Z	26700001	27200000	0.13817920689380028	2
AtlanticForest	Tapajos	chr_Z	27200001	27700000	0.33083641249580115	1
AtlanticForest	Tapajos	chr_Z	27700001	28200000	NA	1
AtlanticForest	Tapajos	chr_Z	29200001	29700000	0.03298975949831485	1
AtlanticForest	Tapajos	chr_Z	32200001	32700000	0.2895698291101943	1
AtlanticForest	Tapajos	chr_Z	32700001	33200000	0.028179690482645292	1
AtlanticForest	Tapajos	chr_Z	34200001	34700000	-0.008051866569067558	1
AtlanticForest	Tapajos	chr_Z	36200001	36700000	NA	1
AtlanticForest	Tapajos	chr_Z	37200001	37700000	0.11651832969395813	4
AtlanticForest	Tapajos	chr_Z	37700001	38200000	-0.047175267632068835	2
AtlanticForest	Tapajos	chr_Z	39200001	39700000	-0.009174311926605389	1
AtlanticForest	Tapajos	chr_Z	39700001	40200000	NA	2
AtlanticForest	Tapajos	chr_Z	41700001	42200000	0.3790823226246128	1
AtlanticForest	Tapajos	chr_Z	42700001	43200000	0.034627492130115435	1
AtlanticForest	Tapajos	chr_Z	43200001	43700000	-0.00805186656906755	2
AtlanticForest	Tapajos	chr_Z	45200001	45700000	0.3472222222222222	1
AtlanticForest	Tapajos	chr_Z	46700001	47200000	0.20405486245400778	5
AtlanticForest	Tapajos	chr_Z	47200001	47700000	0.06813148424661414	3
AtlanticForest	Tapajos	chr_Z	47700001	48200000	0.38640078958538226	1
AtlanticForest	Tapajos	chr_Z	48200001	48700000	0.1501800908284176	2
AtlanticForest	Tapajos	chr_Z	48700001	49200000	0.2549404785290535	1
AtlanticForest	Tapajos	chr_Z	50200001	50700000	0.03705419175544139	3
AtlanticForest	Tapajos	chr_Z	50700001	51200000	0.599673202614379	2
AtlanticForest	Tapajos	chr_Z	51700001	52200000	0.18809977420265303	3
AtlanticForest	Tapajos	chr_Z	52200001	52700000	0.20479302832244003	4
AtlanticForest	Tapajos	chr_Z	52700001	53200000	0.016459754994655792	2
AtlanticForest	Tapajos	chr_Z	53200001	53700000	0.09782337774404586	4
AtlanticForest	Tapajos	chr_Z	54700001	55200000	-0.005688139180711994	2
AtlanticForest	Tapajos	chr_Z	55700001	56200000	0.03848238594990483	8
AtlanticForest	Tapajos	chr_Z	56200001	56700000	0.005735786684663748	2
AtlanticForest	Tapajos	chr_Z	56700001	57200000	0.1546869231543735	2
AtlanticForest	Tapajos	chr_Z	57200001	57700000	0.08092563735564545	2
AtlanticForest	Tapajos	chr_Z	57700001	58200000	-0.04699780570516652	2
AtlanticForest	Tapajos	chr_Z	58700001	59200000	0.1837190455726994	2
AtlanticForest	Tapajos	chr_Z	59200001	59700000	0.003524566684140261	1
AtlanticForest	Tapajos	chr_Z	59700001	60200000	0.03350253807106578	3
AtlanticForest	Tapajos	chr_Z	60200001	60700000	-0.01881473833828063	9
AtlanticForest	Tapajos	chr_Z	60700001	61200000	0.11843366390303237	5
AtlanticForest	Tapajos	chr_Z	61200001	61700000	0.048463994447089515	4
AtlanticForest	Tapajos	chr_Z	61700001	62200000	-0.025178303496187198	1
AtlanticForest	Tapajos	chr_Z	62200001	62700000	-0.06637926232403688	2
AtlanticForest	Tapajos	chr_Z	62700001	63200000	0.023945510563744162	5
AtlanticForest	Tapajos	chr_Z	63200001	63700000	-0.01616628175519594	1
AtlanticForest	Tapajos	chr_Z	63700001	64200000	0.08911114568177773	3
AtlanticForest	Tapajos	chr_Z	64200001	64700000	0.14514054749219168	2
AtlanticForest	Tapajos	chr_Z	65700001	66200000	-0.06507962962663304	2
AtlanticForest	Tapajos	chr_Z	66200001	66700000	0.06572367481068729	1
AtlanticForest	Tapajos	chr_Z	66700001	67200000	0.12640110933192447	1
AtlanticForest	Tapajos	chr_Z	67200001	67700000	0.10280464805013073	1
AtlanticForest	TapajosHeadwaters	chr_Z	700001	1200000	-0.09859649867299973	4
AtlanticForest	TapajosHeadwaters	chr_Z	1200001	1700000	-0.11066768589257334	8
AtlanticForest	TapajosHeadwaters	chr_Z	2200001	2700000	0.27754479603507426	3
AtlanticForest	TapajosHeadwaters	chr_Z	2700001	3200000	NA	1
AtlanticForest	TapajosHeadwaters	chr_Z	4700001	5200000	0.013761467889908254	1
AtlanticForest	TapajosHeadwaters	chr_Z	5200001	5700000	NA	1
AtlanticForest	TapajosHeadwaters	chr_Z	5700001	6200000	-0.06787855347128195	3
AtlanticForest	TapajosHeadwaters	chr_Z	6200001	6700000	-0.091240350961308	7
AtlanticForest	TapajosHeadwaters	chr_Z	6700001	7200000	0.4379565335016682	4
AtlanticForest	TapajosHeadwaters	chr_Z	7200001	7700000	-0.1240145799779601	4
AtlanticForest	TapajosHeadwaters	chr_Z	7700001	8200000	0.04636920384951873	5
AtlanticForest	TapajosHeadwaters	chr_Z	8200001	8700000	NA	2
AtlanticForest	TapajosHeadwaters	chr_Z	8700001	9200000	NA	1
AtlanticForest	TapajosHeadwaters	chr_Z	9200001	9700000	0.01626143996229226	4
AtlanticForest	TapajosHeadwaters	chr_Z	9700001	10200000	0.08935634324840976	2
AtlanticForest	TapajosHeadwaters	chr_Z	10200001	10700000	0.23575129533678735	2
AtlanticForest	TapajosHeadwaters	chr_Z	10700001	11200000	-0.05943543907488741	4
